position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude,words,stop_words,stemmed_words,processed
185,tribunkaltim,103551225.0,Media Konsumen,"Feb 2, 2019 â€” Pembayaran Tebusan Polis #Asuransi Bumiputera 1912 - https://t.co/1nQzAptV2c #AJBBumiputera1912 #KeuanganDanPerbankanÂ ...",['Asuransi Bumiputera'],https://mobile.twitter.com/MediaKonsumenID/status/1091776212647792641,ckp-yk,Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917,"['Feb', 'Pembayaran', 'Tebusan', 'Polis', 'Asuransi', 'Bumiputera', 'https', 'KeuanganDanPerbankanÂ']","['Feb', 'Pembayaran', 'Tebusan', 'Polis', 'Asuransi', 'Bumiputera', 'https', 'KeuanganDanPerbankanÂ']","['feb', 'bayar', 'tebus', 'polis', 'asuransi', 'bumiputera', 'https', 'keuangandanperbankan']",feb bayar tebus polis asuransi bumiputera https keuangandanperbankan
186,minray_,7.86e+17,Media Konsumen,Klaim Selesai Kontrak #Asuransi Bumiputera Lambat dan Tidak Jelas - https://t.co/Zj6i0jItlG #AJBBumiputera1912 #PencairanDanaAsuransi | cc:Â ...,['Asuransi Bumiputera'],https://twitter.com/MediaKonsumenID/status/958004188545540097,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Klaim', 'Selesai', 'Kontrak', 'Asuransi', 'Bumiputera', 'Lambat', 'dan', 'Tidak', 'Jelas', 'https', 'PencairanDanaAsuransi', 'cc', 'Â']","['Klaim', 'Selesai', 'Kontrak', 'Asuransi', 'Bumiputera', 'Lambat', '', 'Tidak', 'Jelas', 'https', 'PencairanDanaAsuransi', 'cc', 'Â']","['klaim', 'selesai', 'kontrak', 'asuransi', 'bumiputera', 'lambat', '', 'tidak', 'jelas', 'https', 'pencairandanaasuransi', 'cc', '']",klaim selesai kontrak asuransi bumiputera lambat  tidak jelas https pencairandanaasuransi cc 
187,atkhls,2226044208.0,Dedi Sumantri (@Adol20989896) / X,"#ajbBumiputera1912 Istri saya ikut asuransi Bumiputera dan habis kontrak dan dapat nomor antrian 14847, yg sudah cair 36, tunggu samapi berapa puluh tahunÂ ...",['asuransi Bumiputera'],https://twitter.com/Adol20989896,"Balikpapan,KalimantanTimur",Negatif,0,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379,"['Istri', 'saya', 'ikut', 'asuransi', 'Bumiputera', 'dan', 'habis', 'kontrak', 'dan', 'dapat', 'nomor', 'antrian', 'yg', 'sudah', 'cair', 'tunggu', 'samapi', 'berapa', 'puluh', 'tahunÂ']","['Istri', '', 'ikut', 'asuransi', 'Bumiputera', '', 'habis', 'kontrak', '', '', 'nomor', 'antrian', 'yg', '', 'cair', 'tunggu', 'samapi', 'berapa', 'puluh', 'tahunÂ']","['istri', '', 'ikut', 'asuransi', 'bumiputera', '', 'habis', 'kontrak', '', '', 'nomor', 'antri', 'yg', '', 'cair', 'tunggu', 'samapi', 'berapa', 'puluh', 'tahun']",istri  ikut asuransi bumiputera  habis kontrak   nomor antri yg  cair tunggu samapi berapa puluh tahun
188,Muhamma89481659,1.17e+18,Maudy Asmara,"Legislator PDIP Lampung, Nurhasanah Ditetapkan Sebagai Tersangka Pengelolaan Asuransi Bumiputera https://t.co/9UlWDwINhX.",['Asuransi Bumiputera'],https://twitter.com/Mdy_Asmara1701/status/1373248246714228737,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Legislator', 'PDIP', 'Lampung', 'Nurhasanah', 'Ditetapkan', 'Sebagai', 'Tersangka', 'Pengelolaan', 'Asuransi', 'Bumiputera', 'https']","['Legislator', 'PDIP', 'Lampung', 'Nurhasanah', 'Ditetapkan', 'Sebagai', 'Tersangka', 'Pengelolaan', 'Asuransi', 'Bumiputera', 'https']","['legislator', 'pdip', 'lampung', 'nurhasanah', 'tetap', 'bagai', 'sangka', 'kelola', 'asuransi', 'bumiputera', 'https']",legislator pdip lampung nurhasanah tetap bagai sangka kelola asuransi bumiputera https
189,putra_villadank,1.03e+18,Sebut Saja MA,"Asuransi Bumiputera Kacau, Pemegang Polis Gigit Jari https://t.co/MnnXbOUEP0 lewat @YouTube.",['Asuransi Bumiputera'],https://twitter.com/Muhamma48641303/status/1196193328762478592,Bekasi,Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,"['Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'Gigit', 'Jari', 'https', 'lewat', 'YouTube']","['Asuransi', 'Bumiputera', 'Kacau', 'Pemegang', 'Polis', 'Gigit', 'Jari', 'https', 'lewat', 'YouTube']","['asuransi', 'bumiputera', 'kacau', 'pegang', 'polis', 'gigit', 'jari', 'https', 'lewat', 'youtube']",asuransi bumiputera kacau pegang polis gigit jari https lewat youtube
190,machbeach,377100794.0,doni kristanto (@donikristanto) / X,Dana dari Asuransi Bumiputera tidak cair lebih dari 1 tahun...bagaimana caranya memperjuangkan Hak kami...mohon pencerahannya pak. @ganjarpranowo.,['Asuransi Bumiputera'],https://twitter.com/donikristanto,pekanbaru,Negatif,0,"Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia",0.5262455,101.4515727,"['Dana', 'dari', 'Asuransi', 'Bumiputera', 'tidak', 'cair', 'lebih', 'dari', 'tahun', 'bagaimana', 'caranya', 'memperjuangkan', 'Hak', 'kami', 'mohon', 'pencerahannya', 'pak', 'ganjarpranowo']","['Dana', '', 'Asuransi', 'Bumiputera', '', 'cair', 'lebih', '', 'tahun', 'bagaimana', 'caranya', 'memperjuangkan', 'Hak', '', 'mohon', 'pencerahannya', 'pak', 'ganjarpranowo']","['dana', '', 'asuransi', 'bumiputera', '', 'cair', 'lebih', '', 'tahun', 'bagaimana', 'cara', 'juang', 'hak', '', 'mohon', 'cerah', 'pak', 'ganjarpranowo']",dana  asuransi bumiputera  cair lebih  tahun bagaimana cara juang hak  mohon cerah pak ganjarpranowo
191,aldyofficial2,1.15e+18,Heri Purnomo (@HeriPur24069128) ...,Jangan kau hitung besar kecilnya kesalahan yg kau buat tetapi coba lihat seberapa besar DZAT yang kau tantang. Heri Purnomo Â· @HeriPur24069128.,,https://twitter.com/heripur24069128,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Jangan', 'kau', 'hitung', 'besar', 'kecilnya', 'kesalahan', 'yg', 'kau', 'buat', 'tetapi', 'coba', 'lihat', 'seberapa', 'besar', 'DZAT', 'yang', 'kau', 'tantang', 'Heri', 'Purnomo']","['Jangan', 'kau', 'hitung', 'besar', 'kecilnya', 'kesalahan', 'yg', 'kau', 'buat', '', 'coba', 'lihat', 'seberapa', 'besar', 'DZAT', '', 'kau', 'tantang', 'Heri', 'Purnomo']","['jangan', 'kau', 'hitung', 'besar', 'kecil', 'salah', 'yg', 'kau', 'buat', '', 'coba', 'lihat', 'berapa', 'besar', 'dzat', '', 'kau', 'tantang', 'heri', 'purnomo']",jangan kau hitung besar kecil salah yg kau buat  coba lihat berapa besar dzat  kau tantang heri purnomo
192,tero2_boshu,38138724.0,"Bungaran Sitanggang,SH.MH","Â·. Oct 13, 2021. Pemerintah harus aktif tangani Asuransi Bumiputera 1912. Banyak nasabah yg sdh kth tempo tidak dibayar.enyeri BUMN tolong perhatiannya.",['Asuransi Bumiputera'],https://twitter.com/bungaransitang7,"Batam,Indonesia",Negatif,0,"Batam, Kepulauan Riau, Indonesia",1.1061034,104.0378246,"['Oct', 'Pemerintah', 'harus', 'aktif', 'tangani', 'Asuransi', 'Bumiputera', 'Banyak', 'nasabah', 'yg', 'sdh', 'kth', 'tempo', 'tidak', 'BUMN', 'tolong', 'perhatiannya']","['Oct', 'Pemerintah', '', 'aktif', 'tangani', 'Asuransi', 'Bumiputera', 'Banyak', 'nasabah', 'yg', 'sdh', 'kth', 'tempo', '', 'BUMN', '', 'perhatiannya']","['oct', 'perintah', '', 'aktif', 'tangan', 'asuransi', 'bumiputera', 'banyak', 'nasabah', 'yg', 'sdh', 'kth', 'tempo', '', 'bumn', '', 'perhati']",oct perintah  aktif tangan asuransi bumiputera banyak nasabah yg sdh kth tempo  bumn  perhati
193,tribunkaltim,103551225.0,Ahmad Sihotang (@AhmadSihotang4) / X,"Mohon Bapak Presiden Joko Widodo, Nasabah Asuransi Bumiputera 1912 tidak dibayar Klaim kami padahal sudah habis ... Asuransi Bumiputera 1912 tolong uang rakyat.","['Asuransi Bumiputera', 'Asuransi Bumiputera']",https://twitter.com/AhmadSihotang4,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Mohon', 'Bapak', 'Presiden', 'Joko', 'Widodo', 'Nasabah', 'Asuransi', 'Bumiputera', 'tidak', 'dibayar', 'Klaim', 'kami', 'padahal', 'sudah', 'habis', 'Asuransi', 'Bumiputera', 'tolong', 'uang', 'rakyat']","['Mohon', 'Bapak', 'Presiden', 'Joko', 'Widodo', 'Nasabah', 'Asuransi', 'Bumiputera', '', 'dibayar', 'Klaim', '', 'padahal', '', 'habis', 'Asuransi', 'Bumiputera', '', 'uang', 'rakyat']","['mohon', 'bapak', 'presiden', 'joko', 'widodo', 'nasabah', 'asuransi', 'bumiputera', '', 'bayar', 'klaim', '', 'padahal', '', 'habis', 'asuransi', 'bumiputera', '', 'uang', 'rakyat']",mohon bapak presiden joko widodo nasabah asuransi bumiputera  bayar klaim  padahal  habis asuransi bumiputera  uang rakyat
194,minray_,7.86e+17,JakartaSatu.com,JAKARTASATU.COM â€” INI adalah kisah nasabah Asuransi Bumiputera 1912 yang mana Bumiputera 1912 tidak punya niat balikan Dana Nasabahnya.,['Asuransi Bumiputera'],https://twitter.com/jakartasatu2023/status/1785464906734800901,Batulicin,Negatif,0,"Batulicin Irigasi, Kalimantan Selatan, Indonesia",-3.3116454,115.9137556,"['INI', 'adalah', 'kisah', 'nasabah', 'Asuransi', 'Bumiputera', 'yang', 'mana', 'Bumiputera', 'tidak', 'punya', 'niat', 'balikan', 'Dana', 'Nasabahnya']","['INI', '', 'kisah', 'nasabah', 'Asuransi', 'Bumiputera', '', 'mana', 'Bumiputera', '', 'punya', 'niat', 'balikan', 'Dana', 'Nasabahnya']","['ini', '', 'kisah', 'nasabah', 'asuransi', 'bumiputera', '', 'mana', 'bumiputera', '', 'punya', 'niat', 'balik', 'dana', 'nasabah']",ini  kisah nasabah asuransi bumiputera  mana bumiputera  punya niat balik dana nasabah
195,atkhls,2226044208.0,Akikah Jakarta (@akikahjakarta) / ...,"... No . 25, Jakarta). http://4sq.com/aUkm93. Akikah Jakarta Â· @akikahjakarta. Â·. Jun 25, 2010. Mella (@ Asuransi bumiputera tj.priok) http://4sq.com/9O7XUa.",['Asuransi bumiputera'],https://twitter.com/akikahjakarta,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['No', 'Jakarta', 'http', 'Akikah', 'Jakarta', 'akikahjakarta', 'Jun', 'Mella', 'Asuransi', 'bumiputera', 'http']","['No', 'Jakarta', 'http', 'Akikah', 'Jakarta', 'akikahjakarta', 'Jun', 'Mella', 'Asuransi', 'bumiputera', 'http']","['no', 'jakarta', 'http', 'akikah', 'jakarta', 'akikahjakarta', 'jun', 'mella', 'asuransi', 'bumiputera', 'http']",no jakarta http akikah jakarta akikahjakarta jun mella asuransi bumiputera http
196,RakyatMerdeka99,7.12e+17,Bambang Suprayitno (@Bambang_Sprytno) ...,"... Bambang Suprayitno Â· @Bambang_Sprytno. Â·. Jul 11, 2013 Â· http://yourinsurancechoice.info/wp-content/uploads/2012/11/logo-asuransi-bumiputera.jpgâ€¦",['asuransi-bumiputera'],https://twitter.com/Bambang_Sprytno,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Bambang', 'Suprayitno', 'Jul', 'http']","['Bambang', 'Suprayitno', 'Jul', 'http']","['bambang', 'suprayitno', 'jul', 'http']",bambang suprayitno jul http
197,Muhamma89481659,1.17e+18,Dolewak (@AHerawan3) / X,Menggantung Harapan Terakhir Jutaan Nasabah Asuransi Bumiputera ke DPR | https://t.co/zAcfc5UHfN https://t.co/ujdXzj1WEc lewat @merdekadotcom.,['Asuransi Bumiputera'],https://twitter.com/AHerawan3,"gowa,makassar,indonesia",Negatif,0,Gowa Sarana Indah,-5.19573395,119.4634062,"['Menggantung', 'Harapan', 'Terakhir', 'Jutaan', 'Nasabah', 'Asuransi', 'Bumiputera', 'ke', 'DPR', 'https', 'https', 'lewat', 'merdekadotcom']","['Menggantung', 'Harapan', 'Terakhir', 'Jutaan', 'Nasabah', 'Asuransi', 'Bumiputera', '', 'DPR', 'https', 'https', 'lewat', 'merdekadotcom']","['gantung', 'harap', 'akhir', 'juta', 'nasabah', 'asuransi', 'bumiputera', '', 'dpr', 'https', 'https', 'lewat', 'merdekadotcom']",gantung harap akhir juta nasabah asuransi bumiputera  dpr https https lewat merdekadotcom
198,MataMataPolitik,8.88e+17,deddy karli,"Puluhan nasabah korban gagal bayar klaim polis asuransi Bumiputera menggelar aksi di depan gedung OJK, Jakarta Selatan, Senin, 23 Mei 2022.",['asuransi Bumiputera'],https://twitter.com/deddykarli,"Pati,Indonesia",Negatif,0,"Pati, Jawa Tengah, Indonesia",-6.70695115,111.0868496,"['Puluhan', 'nasabah', 'korban', 'gagal', 'bayar', 'klaim', 'polis', 'asuransi', 'Bumiputera', 'menggelar', 'aksi', 'di', 'depan', 'gedung', 'OJK', 'Jakarta', 'Selatan', 'Senin', 'Mei']","['Puluhan', 'nasabah', 'korban', 'gagal', 'bayar', 'klaim', 'polis', 'asuransi', 'Bumiputera', 'menggelar', 'aksi', '', 'depan', 'gedung', 'OJK', 'Jakarta', 'Selatan', 'Senin', 'Mei']","['puluh', 'nasabah', 'korban', 'gagal', 'bayar', 'klaim', 'polis', 'asuransi', 'bumiputera', 'gelar', 'aksi', '', 'depan', 'gedung', 'ojk', 'jakarta', 'selatan', 'senin', 'mei']",puluh nasabah korban gagal bayar klaim polis asuransi bumiputera gelar aksi  depan gedung ojk jakarta selatan senin mei
199,RakyatMerdeka99,7.12e+17,Rasyidin (@rasyidinilham) / X,"Menunggu pembayaran asuransi Bumiputera dari bulan Juli 2017,saya sudah telp call center tidak ada jawaban yang memuaskan. Mohon Bumiputera @ajb_bumiputeraÂ ...",['asuransi Bumiputera'],https://mobile.twitter.com/rasyidinilham,"Balikpapan, Indonesia",Negatif,0,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379,"['Menunggu', 'pembayaran', 'asuransi', 'Bumiputera', 'dari', 'bulan', 'Juli', 'saya', 'sudah', 'telp', 'call', 'center', 'tidak', 'ada', 'jawaban', 'yang', 'memuaskan', 'Mohon', 'Bumiputera']","['Menunggu', 'pembayaran', 'asuransi', 'Bumiputera', '', 'bulan', 'Juli', '', '', 'telp', 'call', 'center', '', '', 'jawaban', '', 'memuaskan', 'Mohon', 'Bumiputera']","['tunggu', 'bayar', 'asuransi', 'bumiputera', '', 'bulan', 'juli', '', '', 'telp', 'call', 'center', '', '', 'jawab', '', 'muas', 'mohon', 'bumiputera']",tunggu bayar asuransi bumiputera  bulan juli   telp call center   jawab  muas mohon bumiputera
200,Muhamma89481659,1.17e+18,murni7288 - Murnipbg,"Hallo apa kabar Asuransi Bumiputera, saya selalu menunggu kabar baikmu.",['Asuransi Bumiputera'],https://twitter.com/murni7288,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Hallo', 'apa', 'kabar', 'Asuransi', 'Bumiputera', 'saya', 'selalu', 'menunggu', 'kabar', 'baikmu']","['Hallo', 'apa', 'kabar', 'Asuransi', 'Bumiputera', '', 'selalu', 'menunggu', 'kabar', 'baikmu']","['hallo', 'apa', 'kabar', 'asuransi', 'bumiputera', '', 'selalu', 'tunggu', 'kabar', 'baik']",hallo apa kabar asuransi bumiputera  selalu tunggu kabar baik
201,Taufiqqurrochm7,1.1e+18,ofix_76 - Taufiq Masduqie,"Aktif di IGI Bekasi, Asuransi Jiwasraya, Asuransi Bumiputera, MI. Attaqwa 15 Babelan.",['Asuransi Bumiputera'],https://twitter.com/ofix_76,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Aktif', 'di', 'IGI', 'Bekasi', 'Asuransi', 'Jiwasraya', 'Asuransi', 'Bumiputera', 'MI', 'Attaqwa', 'Babelan']","['Aktif', '', 'IGI', 'Bekasi', 'Asuransi', 'Jiwasraya', 'Asuransi', 'Bumiputera', 'MI', 'Attaqwa', 'Babelan']","['aktif', '', 'igi', 'bekas', 'asuransi', 'jiwasraya', 'asuransi', 'bumiputera', 'mi', 'attaqwa', 'babelan']",aktif  igi bekas asuransi jiwasraya asuransi bumiputera mi attaqwa babelan
202,Genpi_Co,9.67e+17,wahyupiji - UUCiptaKerjaINKONSTITUSIONAL,"... mengumpulkan seperak duaperak dan akhirnya menyetorkan ke asuransi Bumiputera tapi akhirnya duit mereka malah hilang kemakan orang"" serakah... 86.",['asuransi Bumiputera'],https://twitter.com/wahyupiji,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['mengumpulkan', 'seperak', 'duaperak', 'dan', 'akhirnya', 'menyetorkan', 'ke', 'asuransi', 'Bumiputera', 'tapi', 'akhirnya', 'duit', 'mereka', 'malah', 'hilang', 'kemakan', 'orang', 'serakah']","['mengumpulkan', 'seperak', 'duaperak', '', 'akhirnya', 'menyetorkan', '', 'asuransi', 'Bumiputera', '', 'akhirnya', 'duit', '', 'malah', 'hilang', 'kemakan', 'orang', 'serakah']","['kumpul', 'perak', 'duaperak', '', 'akhir', 'setor', '', 'asuransi', 'bumiputera', '', 'akhir', 'duit', '', 'malah', 'hilang', 'makan', 'orang', 'serakah']",kumpul perak duaperak  akhir setor  asuransi bumiputera  akhir duit  malah hilang makan orang serakah
203,ibnupurna,207559187.0,Il Mail,Ratapan Duka Korban Asuransi Bumiputera dan KSP Indosurya | Blog Strategi + Manajemen https://strategimanajemen.net/2023/02/13/ratapan-dukaÂ ...,['Asuransi Bumiputera'],https://twitter.com/mail_sidhik/status/1626022938779729921,PuspiptekSerpong,Negatif,0,"Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia",-6.30019715,106.6317103,"['Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', 'dan', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'https']","['Ratapan', 'Duka', 'Korban', 'Asuransi', 'Bumiputera', '', 'KSP', 'Indosurya', 'Blog', 'Strategi', 'Manajemen', 'https']","['ratap', 'duka', 'korban', 'asuransi', 'bumiputera', '', 'ksp', 'indosurya', 'blog', 'strategi', 'manajemen', 'https']",ratap duka korban asuransi bumiputera  ksp indosurya blog strategi manajemen https
204,AcehSelatanSatu,2359120716.0,Idwan Deshira (@idwand) / X,https://m.detik.com/news/suara-pembaca/d-4174093/sudah-habis-kontrak-dana-asuransi-bumiputera-belum-dicairkanâ€¦ Perusahaan tidak punya hati nurani... KlaimÂ ...,['asuransi-bumiputera'],https://twitter.com/idwand,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539,"['https', 'Perusahaan', 'tidak', 'punya', 'hati', 'nurani', 'KlaimÂ']","['https', 'Perusahaan', '', 'punya', 'hati', 'nurani', 'KlaimÂ']","['https', 'usaha', '', 'punya', 'hati', 'nurani', 'klaim']",https usaha  punya hati nurani klaim
205,ThenBagoess,8.09e+17,ZidneyMelan - Mee_Lan,"... Hotel Gorontalo) http://4sq.com/UjM9FM Â· Mee_Lan Â· @ZidneyMelan. Â·. Jul 16, 2014. I'm at Asuransi bumiputera (Gorontalo) http://4sq.com/1p4XjI0. Image.",['Asuransi bumiputera'],https://twitter.com/zidneymelan,"Bogor,Indonesia",Netral,2,"Bogor, Jawa Barat, 16121, Indonesia",-6.5962986,106.7972421,"['Hotel', 'Gorontalo', 'http', 'ZidneyMelan', 'Jul', 'I', 'at', 'Asuransi', 'bumiputera', 'Gorontalo', 'http', 'Image']","['Hotel', 'Gorontalo', 'http', 'ZidneyMelan', 'Jul', 'I', 'at', 'Asuransi', 'bumiputera', 'Gorontalo', 'http', 'Image']","['hotel', 'gorontalo', 'http', 'zidneymelan', 'jul', 'i', 'at', 'asuransi', 'bumiputera', 'gorontalo', 'http', 'image']",hotel gorontalo http zidneymelan jul i at asuransi bumiputera gorontalo http image
206,Genpi_Co,9.67e+17,Ciptania Saraswati (@Ciptania09) ...,"Tolong dong bantu jawab, cara ngeklaim asuransi bumiputera gmn yakk?? Kasihan orang tua saya sudah bolak balik kantor cabang hasil nihil, kantor tutup danÂ ...",['asuransi bumiputera'],https://twitter.com/Ciptania09,Jawa Barat,Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539,"['Tolong', 'dong', 'bantu', 'jawab', 'cara', 'ngeklaim', 'asuransi', 'bumiputera', 'gmn', 'yakk', 'Kasihan', 'orang', 'tua', 'saya', 'sudah', 'bolak', 'balik', 'kantor', 'cabang', 'hasil', 'nihil', 'kantor', 'tutup', 'danÂ']","['Tolong', 'dong', 'bantu', 'jawab', 'cara', 'ngeklaim', 'asuransi', 'bumiputera', 'gmn', 'yakk', 'Kasihan', 'orang', 'tua', '', '', 'bolak', 'balik', 'kantor', 'cabang', 'hasil', 'nihil', 'kantor', 'tutup', 'danÂ']","['tolong', 'dong', 'bantu', 'jawab', 'cara', 'ngeklaim', 'asuransi', 'bumiputera', 'gmn', 'yakk', 'kasihan', 'orang', 'tua', '', '', 'bolak', 'balik', 'kantor', 'cabang', 'hasil', 'nihil', 'kantor', 'tutup', 'dan']",tolong dong bantu jawab cara ngeklaim asuransi bumiputera gmn yakk kasihan orang tua   bolak balik kantor cabang hasil nihil kantor tutup dan
207,KontanNews,43799886.0,faiz_ind - IndonesiaJaya,"Legislator PDIP Lampung, Nurhasanah Ditetapkan Sebagai Tersangka Pengelolaan Asuransi Bumiputera ... asuransi-bumiputera/â€¦ 108. 411. 1K.","['Asuransi Bumiputera', 'asuransi-bumiputera']",https://twitter.com/faiz_ind,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Legislator', 'PDIP', 'Lampung', 'Nurhasanah', 'Ditetapkan', 'Sebagai', 'Tersangka', 'Pengelolaan', 'Asuransi', 'Bumiputera']","['Legislator', 'PDIP', 'Lampung', 'Nurhasanah', 'Ditetapkan', 'Sebagai', 'Tersangka', 'Pengelolaan', 'Asuransi', 'Bumiputera']","['legislator', 'pdip', 'lampung', 'nurhasanah', 'tetap', 'bagai', 'sangka', 'kelola', 'asuransi', 'bumiputera']",legislator pdip lampung nurhasanah tetap bagai sangka kelola asuransi bumiputera
208,Stefanu33053489,1.03e+18,juniari sandi (@juniarisandi) / X,"Di bantu Commentnya.... 1. juniari sandi Â· @juniarisandi. Â·. Mar 16, 2014. Kontes Foto â€œFUNWALK 102 Tahun Asuransi Bumiputera"" http://woobox.com/bmvn7g/6y418a.",['Asuransi Bumiputera'],https://twitter.com/juniarisandi,SeiPetani36MedanIndonesia,Netral,2,"Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia",3.5761838,98.659141,"['Di', 'bantu', 'Commentnya', 'juniari', 'sandi', 'juniarisandi', 'Mar', 'Kontes', 'Foto', 'Tahun', 'Asuransi', 'Bumiputera', 'http']","['Di', 'bantu', 'Commentnya', 'juniari', 'sandi', 'juniarisandi', 'Mar', 'Kontes', 'Foto', 'Tahun', 'Asuransi', 'Bumiputera', 'http']","['di', 'bantu', 'commentnya', 'juniari', 'sandi', 'juniarisandi', 'mar', 'kontes', 'foto', 'tahun', 'asuransi', 'bumiputera', 'http']",di bantu commentnya juniari sandi juniarisandi mar kontes foto tahun asuransi bumiputera http
209,flowielilly,1427050592.0,oteez,"Adakah yang nasabah asuransi bumiputera disini ? Sepi pemberitaannya padahal sedang colaps. Di janjikan dalam waktu 6 bulan di kembalikan,Â ...",['asuransi bumiputera'],https://twitter.com/edod2828/status/1138259790314893313,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Adakah', 'yang', 'nasabah', 'asuransi', 'bumiputera', 'disini', 'Sepi', 'pemberitaannya', 'padahal', 'sedang', 'colaps', 'Di', 'janjikan', 'dalam', 'waktu', 'bulan', 'di', 'kembalikan', 'Â']","['Adakah', '', 'nasabah', 'asuransi', 'bumiputera', 'disini', 'Sepi', 'pemberitaannya', 'padahal', 'sedang', 'colaps', 'Di', 'janjikan', '', 'waktu', 'bulan', '', 'kembalikan', 'Â']","['ada', '', 'nasabah', 'asuransi', 'bumiputera', 'sini', 'sepi', 'berita', 'padahal', 'sedang', 'colaps', 'di', 'janji', '', 'waktu', 'bulan', '', 'kembali', '']",ada  nasabah asuransi bumiputera sini sepi berita padahal sedang colaps di janji  waktu bulan  kembali 
210,marfaumi,277309562.0,riski prasojo (@riskiprasojo) / X,"... @riskiprasojo Â· http://m.detik.com/finance/read/2013/09/30/163236/2373471/5/ojk-asuransi-bumiputera-tengah-bermasalah-perlu-perbaikan-segeraâ€¦""we'll wait n see.",['asuransi-bumiputera'],https://twitter.com/riskiprasojo,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['riskiprasojo', 'http', 'we', 'wait', 'n', 'see']","['riskiprasojo', 'http', 'we', 'wait', 'n', 'see']","['riskiprasojo', 'http', 'we', 'wait', 'n', 'see']",riskiprasojo http we wait n see
211,jabarjuaranews,2214258534.0,Heru P. Utomo ï£¿ (@Heru_P_Utomo) / ...,... saya di Asuransi Bumiputera. Krn dana tsb sangat dibutuhkan utk pembiayaan anak saya yang akan melanjutkan ke jenjang selanjutnya. Terima kasih. 1.,['Asuransi Bumiputera'],https://twitter.com/Heru_P_Utomo,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['saya', 'di', 'Asuransi', 'Bumiputera', 'Krn', 'dana', 'tsb', 'sangat', 'dibutuhkan', 'utk', 'pembiayaan', 'anak', 'saya', 'yang', 'akan', 'melanjutkan', 'ke', 'jenjang', 'selanjutnya', 'Terima', 'kasih']","['', '', 'Asuransi', 'Bumiputera', 'Krn', 'dana', 'tsb', 'sangat', 'dibutuhkan', 'utk', 'pembiayaan', 'anak', '', '', '', 'melanjutkan', '', 'jenjang', 'selanjutnya', 'Terima', 'kasih']","['', '', 'asuransi', 'bumiputera', 'krn', 'dana', 'tsb', 'sangat', 'butuh', 'utk', 'biaya', 'anak', '', '', '', 'lanjut', '', 'jenjang', 'lanjut', 'terima', 'kasih']",  asuransi bumiputera krn dana tsb sangat butuh utk biaya anak    lanjut  jenjang lanjut terima kasih
