position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude
204,AcehSelatanSatu,2359120716.0,Idwan Deshira (@idwand) / X,https://m.detik.com/news/suara-pembaca/d-4174093/sudah-habis-kontrak-dana-asuransi-bumiputera-belum-dicairkanâ€¦ Perusahaan tidak punya hati nurani... KlaimÂ ...,['asuransi-bumiputera'],https://twitter.com/idwand,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
205,ThenBagoess,8.09e+17,ZidneyMelan - Mee_Lan,"... Hotel Gorontalo) http://4sq.com/UjM9FM Â· Mee_Lan Â· @ZidneyMelan. Â·. Jul 16, 2014. I'm at Asuransi bumiputera (Gorontalo) http://4sq.com/1p4XjI0. Image.",['Asuransi bumiputera'],https://twitter.com/zidneymelan,"Bogor,Indonesia",Netral,2,"Bogor, Jawa Barat, 16121, Indonesia",-6.5962986,106.7972421
206,Genpi_Co,9.67e+17,Ciptania Saraswati (@Ciptania09) ...,"Tolong dong bantu jawab, cara ngeklaim asuransi bumiputera gmn yakk?? Kasihan orang tua saya sudah bolak balik kantor cabang hasil nihil, kantor tutup danÂ ...",['asuransi bumiputera'],https://twitter.com/Ciptania09,Jawa Barat,Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
207,KontanNews,43799886.0,faiz_ind - IndonesiaJaya,"Legislator PDIP Lampung, Nurhasanah Ditetapkan Sebagai Tersangka Pengelolaan Asuransi Bumiputera ... asuransi-bumiputera/â€¦ 108. 411. 1K.","['Asuransi Bumiputera', 'asuransi-bumiputera']",https://twitter.com/faiz_ind,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
208,Stefanu33053489,1.03e+18,juniari sandi (@juniarisandi) / X,"Di bantu Commentnya.... 1. juniari sandi Â· @juniarisandi. Â·. Mar 16, 2014. Kontes Foto â€œFUNWALK 102 Tahun Asuransi Bumiputera"" http://woobox.com/bmvn7g/6y418a.",['Asuransi Bumiputera'],https://twitter.com/juniarisandi,SeiPetani36MedanIndonesia,Netral,2,"Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia",3.5761838,98.659141
209,flowielilly,1427050592.0,oteez,"Adakah yang nasabah asuransi bumiputera disini ? Sepi pemberitaannya padahal sedang colaps. Di janjikan dalam waktu 6 bulan di kembalikan,Â ...",['asuransi bumiputera'],https://twitter.com/edod2828/status/1138259790314893313,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
210,marfaumi,277309562.0,riski prasojo (@riskiprasojo) / X,"... @riskiprasojo Â· http://m.detik.com/finance/read/2013/09/30/163236/2373471/5/ojk-asuransi-bumiputera-tengah-bermasalah-perlu-perbaikan-segeraâ€¦""we'll wait n see.",['asuransi-bumiputera'],https://twitter.com/riskiprasojo,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
211,jabarjuaranews,2214258534.0,Heru P. Utomo ï£¿ (@Heru_P_Utomo) / ...,... saya di Asuransi Bumiputera. Krn dana tsb sangat dibutuhkan utk pembiayaan anak saya yang akan melanjutkan ke jenjang selanjutnya. Terima kasih. 1.,['Asuransi Bumiputera'],https://twitter.com/Heru_P_Utomo,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
212,elshinta_smg,7.76e+17,Maulana Yusuf (@MaullanaYusuf) / X,"Asuransi Bumiputera udah, sekarang Asuransi Jiwasraya yg butuh bailout. Masalahnya sama, mismanagement.",['Asuransi Bumiputera'],https://twitter.com/maullanayusuf,"JawaTengah,Indonesia",Negatif,0,"Jawa Tengah, Indonesia",-5.6259648,110.371649
213,id_laundry,1.16e+18,irvan rahardjo,"SEGERA TERBIT : ROBOHNYA ASURANSI KAMI- Pemailitan Kresna Life ( xvi + 294 hal , IPB Press , 2021 ) Sambutan Ketua @BPKN_RI RI",,,"KotaSurabaya,JawaTimur",Netral,2,"Taman Balai Kota Surabaya, RW 05, Genteng, Ketabang, Genteng, Surabaya, Jawa Timur, 60272, Indonesia",-7.2600876,112.7468261
214,HADI_GAM76,53261440.0,Kompas.com,"Langkah Banding OJK Hadapi Putusan Pembatalan Pencabutan Izin Usaha Kresna Life. From money.kompas.com Â· 1:41 AM Â· Mar 5, 2024. Â·. 861. Views. 1.",['Kresna Life'],https://twitter.com/kompascom/status/1764828462572052542,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
215,fathoonn,1.16e+18,kakangnu - mangnu,"Michael Steven Menang Lawan OJK di PTUN, CIU Kresna Life Batal https ... Michael Steven Menang Lawan OJK di PTUN, CIU Kresna Life Batal. From investor.id. 1.","['Kresna Life', 'Kresna Life']",https://twitter.com/kakangnu,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
216,aindraku,166261604.0,irvan rahardjo,WEBINAR & Peluncuran Buku ROBOHNYA ASURANSI KAMI Pemailitan Kresna Life Penulis Irvan Rahardjo Kata Pengantar Prof.,['Kresna Life'],https://twitter.com/irvanrahardjo/status/1430724151107411969,Palangkaraya,Netral,2,"Palangka Raya, Kalimantan Tengah, 73112, Indonesia",-2.2072919,113.9164372
217,KompasData,771030588.0,Kabinet KM ITB,"[Asuransi Bumiputera Muda] Asuransi setiap mahasiswa ITB! Info lengkap-> datangi loket beasiswa LK,Basement CC Barat.",['Asuransi Bumiputera'],https://twitter.com/KM_ITB/status/730400121624494082,"Palmerah,Jakarta",Netral,2,"Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.1910017,106.7943633
218,akubisalah,450371998.0,Emiyati (@9547bbf363e642e) / X,"Â·. Mar 21, 2015. My love... Image. 1. Emiyati Â· @9547bbf363e642e. Â·. Mar 19, 2015. Selamat & Sukses..Asuransi Bumiputera mendapatkan Customer Royalty Award 2015.",['Asuransi Bumiputera'],https://twitter.com/9547bbf363e642e,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
219,tero2_boshu,38138724.0,Akikah Jakarta,"Jun 25, 2010 â€” Mella (@ Asuransi bumiputera tj.priok) http://4sq.com/9O7XUa.",['Asuransi bumiputera'],https://mobile.twitter.com/akikahjakarta/status/16982649858,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
220,atkhls,2226044208.0,Akikah Jakarta (@akikahjakarta) / ...,"... No . 25, Jakarta). http://4sq.com/aUkm93. Akikah Jakarta Â· @akikahjakarta. Â·. Jun 25, 2010. Mella (@ Asuransi bumiputera tj.priok) http://4sq.com/9O7XUa.",['Asuransi bumiputera'],https://twitter.com/akikahjakarta,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
221,RakyatMerdeka99,7.12e+17,Bambang Suprayitno (@Bambang_Sprytno) ...,"... Bambang Suprayitno Â· @Bambang_Sprytno. Â·. Jul 11, 2013 Â· http://yourinsurancechoice.info/wp-content/uploads/2012/11/logo-asuransi-bumiputera.jpgâ€¦",['asuransi-bumiputera'],https://twitter.com/Bambang_Sprytno,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
222,Taufiqqurrochm7,1.1e+18,ofix_76 - Taufiq Masduqie,"Aktif di IGI Bekasi, Asuransi Jiwasraya, Asuransi Bumiputera, MI. Attaqwa 15 Babelan.",['Asuransi Bumiputera'],https://twitter.com/ofix_76,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
223,ThenBagoess,8.09e+17,ZidneyMelan - Mee_Lan,"... Hotel Gorontalo) http://4sq.com/UjM9FM Â· Mee_Lan Â· @ZidneyMelan. Â·. Jul 16, 2014. I'm at Asuransi bumiputera (Gorontalo) http://4sq.com/1p4XjI0. Image.",['Asuransi bumiputera'],https://twitter.com/zidneymelan,"Bogor,Indonesia",Netral,2,"Bogor, Jawa Barat, 16121, Indonesia",-6.5962986,106.7972421
224,Stefanu33053489,1.03e+18,juniari sandi (@juniarisandi) / X,"Di bantu Commentnya.... 1. juniari sandi Â· @juniarisandi. Â·. Mar 16, 2014. Kontes Foto â€œFUNWALK 102 Tahun Asuransi Bumiputera"" http://woobox.com/bmvn7g/6y418a.",['Asuransi Bumiputera'],https://twitter.com/juniarisandi,SeiPetani36MedanIndonesia,Netral,2,"Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia",3.5761838,98.659141
225,marfaumi,277309562.0,riski prasojo (@riskiprasojo) / X,"... @riskiprasojo Â· http://m.detik.com/finance/read/2013/09/30/163236/2373471/5/ojk-asuransi-bumiputera-tengah-bermasalah-perlu-perbaikan-segeraâ€¦""we'll wait n see.",['asuransi-bumiputera'],https://twitter.com/riskiprasojo,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
226,KompasData,771030588.0,Pemegang Polis Griya Makmur Wanaartha Life dapat ...,"Pemegang Polis Griya Makmur Wanaartha Life dapat Tanah dan Bangunan, Cek Syaratnya https://t.co/OYHFBFw0le.",['Wanaartha Life'],https://twitter.com/Bisniscom/status/1747491324587352231,"Palmerah,Jakarta",Positif,1,"Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.1910017,106.7943633
227,itechcourse,7.16e+17,Begini Kabar Terbaru Pembayaran Polis Korban Asuransi ...,Tim Likuidasi PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life) mengundang pemegang polis (pempol) untuk membahas tata cara pembayaranÂ ...,['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1751809222541763051,"KotaMetro,Lampung",Positif,1,"Alun-alun Kota Metro, Metro, Lampung, Indonesia",-5.11471345,105.3083226
228,Muhammad_RM16,602755138.0,OJK Minta DPO Kasus Wanaartha Life Evelina Pietruschka ...,OJK Minta DPO Kasus Wanaartha Life Evelina Pietruschka Balik ke Indonesia https://t.co/KyV4eS6HYC.,['Wanaartha Life'],https://twitter.com/Bisniscom/status/1760713212901871982,"Banten,Indonesia",Positif,1,"Banten, Indonesia",-6.47800285,105.5410285
229,raya_1117,4761293701.0,Tim Likuidasi Wanaartha Life Siap Cairkan Aset Investasi ...,Tim Likuidasi Wanaartha Life Siap Cairkan Aset Investasi Obligasi https://t.co/sOtIIvkfCl.,['Wanaartha Life'],https://twitter.com/Bisniscom/status/1755422722359001445,"Makassar,Indonesia",Positif,1,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282
230,sirodjudin01,7.51e+17,Lyn (@Lolypop502) / X,Tim Likuidasi Wanaartha Life Siap Cairkan Aset Investasi Obligasi https://t.co/sOtIIvkfCl.,['Wanaartha Life'],https://twitter.com/Lolypop502,"Banjarnegara,Indonesia",Positif,1,"Banjarnegara, Jawa Tengah, Indonesia",-7.3558733,109.6600728
231,SiNiel1,1.03e+18,Ini Kabar Terbaru Asuransi Bermasalah Kresna Life & ...,OJK telah memberi sanksi Pencabutan Izin Usaha (CIU) ke PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life) dan PT Asuransi Jiwa Kresna (Â ...,['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1719986437133943099,Kalimantan Barat,Positif,1,"Kalimantan Barat, Indonesia",-0.1322387,111.0968901
232,BappenasRI,235021856.0,Investor Daily,"Aspan dan Prolife belum sampai tahap pembayaran klaim, sedangkan Wanaartha Life sudah melalui pembayaran klaim tahap 1.",['Wanaartha Life'],https://twitter.com/InvestorID/status/1765697048500957545,www.bappenas.go.id,Positif,1,"Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.1950265,106.8322242
233,itechcourse,7.16e+17,"Peringatan Kesekian, Buron Asuransi Wanaartha Diminta ...",Otoritas Jasa Keuangan (OJK) terus mengawal proses likuidasi dua perusahaan asuransi gagal bayar PT Asuransi Adisarana Wanaartha (Wanaartha Life)Â ...,['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1760262016428601541,"KotaMetro,Lampung",Positif,1,"Alun-alun Kota Metro, Metro, Lampung, Indonesia",-5.11471345,105.3083226
234,Gunarto55122771,1.1e+18,Voidotid,Manajemen PT Asuransi Jiwa Adisarana Wanaartha (WanaArtha Life) memastikan akan mengutamakan kepentingan nasabah atau pemegang polis.,['WanaArtha Life'],https://twitter.com/voidotid/status/1517652983491665920,"Makassar,Indonesia",Positif,1,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282
235,DamaiNegeriku1,1.14e+18,Chanra (@Chanra25111696) / X,Otoritas Jasa Keuangan (OJK) terus mengawal proses likuidasi dua perusahaan asuransi gagal bayar PT Asuransi Adisarana Wanaartha (Wanaartha Life). 2. 2.,['Wanaartha Life'],https://twitter.com/Chanra25111696,"Jakarta Pusat,DKI Jakarta",Positif,1,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
236,KompasData,771030588.0,Robert ST (@RobertS24601054) / X,"Tak Hanya Blokir dan Sita Aset, Polisi Juga Jemput Paksa Tersangka Wanaartha Life di Luar Negeri -... From m.tribunnews.com.",['Wanaartha Life'],https://twitter.com/RobertS24601054,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
237,renandabachtar,74103498.0,Mutie Septianingsih,"""Silaturahim.."" WanaArtha Life terima kasih Pak nasihatnya, berkah kita semua @haikal_hassan @haikalbaras.",['WanaArtha Life'],https://twitter.com/MutieHaryanto/status/758601934320246785,"Balikpapan,Indonesia",Positif,1,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379
238,balitbanghub151,3610194613.0,Mutie Septianingsih (@MutieHaryanto) / X,"... @MutieHaryanto. Â·. Jul 28, 2016. ""Silaturahim.."" WanaArtha Life terima kasih Pak nasihatnya, berkah kita semua. @haikal_hassan. @haikalbaras. Image.",['WanaArtha Life'],https://twitter.com/MutieHaryanto,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
239,sugengwahyudi03,85757826.0,Teenu C Jiriadana,"Terima kasih kepada Pak Yanes Y. Matulatuwa (President Director WanaArtha Life), Ibu Mitzi Ranti, Ibu Ellusi, dan Ibu Yenny.",['WanaArtha Life'],https://twitter.com/teenuchandra/status/911475770274361346,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
240,notbuzzer,158278197.0,OJK Minta Pengendali dan Direksi Kresna Life Ganti Rugi ...,OJK Minta Pengendali dan Direksi Kresna Life Ganti Rugi Pemegang Polis https://t.co/8M4n6Llwqr.,['Kresna Life'],https://twitter.com/KATADATAcoid/status/1672242493742788608,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
241,indozonemedia,350668803.0,Investor Daily,"Bagi nasabah, putusan PTUN yang mengabulkan pembatalan CIU Kresna Life adalah kesempatan terakhir bagi Grup Kresna. https://t.co/4rfRwcDbObÂ ...",['Kresna Life'],https://twitter.com/InvestorID/status/1761914613313286151,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
242,IpungLombok,86233947.0,Kresna Life Insurance,Kresna Life Insurance Â· @KresnaLifeID. 18 Juli 2019 - Investor Daily memberikan penghargaan kepada PT Asuransi Jiwa sebagai Asuransi TerbaikÂ ...,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1152142415634976768,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
243,SupyandiH,1.16e+18,Kresna Life Insurance,"Kresna Life Insurance Â· @KresnaLifeID. Segenap Jajaran Direksi, Komisaris dan karyawan PT Asuransi Jiwa Kresna turut berduka cita atasÂ ...",['Kresna Life'],https://twitter.com/KresnaLifeID/status/1172002363336359936,"Malang,JAWATIMUR,INDONESIA",Positif,1,"Malang, Jawa Timur, Indonesia",-8.10479815,112.6879872
244,yusufammar_w,576755999.0,Kresna Life Insurance,Conversation. Kresna Life Insurance Â· @KresnaLifeID. Selamat Natal 2019 Semoga bahagia dan damai sejahtera selalu menyertai. Translate post.,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1209674830766690304,"Kalimantan Tengah, Indonesia",Positif,1,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307
245,Ar_rum,62500965.0,"Perbaiki Rasio Solvabilitas, OJK Tetap Minta Kresna Life ...","Perbaiki Rasio Solvabilitas, OJK Tetap Minta Kresna Life Tambah Modal https://t.co/6AsfMHOvI5.",['Kresna Life'],https://mobile.twitter.com/KompasEkonomi/status/1626206273896353796,"Lampung,Indonesia",Positif,1,"Lampung, Indonesia",-4.8555039,105.0272986
246,NephiLaxmus,62764588.0,Subur Jaya Abadi Permai (@PermaiSubur) ...,"Subur Jaya Abadi Permai reposted Â· Indonesia Raya Â· @Indones20366386. Â·. Nov 4, 2022 Â· OJK Beri Sanksi buat WanaArtha dan Kresna Life! From finance.detik.com. 1.",['Kresna Life'],https://twitter.com/PermaiSubur,Depok??Bandung,Positif,1,"Depok, Jawa Barat, 16439, Indonesia",-6.4074657,106.8138131
247,refanardhy,1.1e+18,Kresna Life Insurance,Kresna Life Insurance Â· @KresnaLifeID. Selamat mengawali langkah untuk membawa Indonesia lebih maju Bpk. @jokowi. dan Bpk. @kyai_marufamin.,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1186221719482032128,Jl.RayaKebayoranLamaNo.72,Positif,1,Kebayoran Lama,-6.243886,106.7798594
248,Ikhlas_fathur,1030709318.0,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan ...,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan Modal Rp250 Miliar pada 2026 https://t.co/SWtU3KARAY.,['Asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1790169549037564227,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
249,Ikhlas_fathur,1030709318.0,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan ...,OJK Perintahkan Asuransi Bumiputera 1912 Penuhi Aturan Modal Rp250 Miliar Saat Ekuitas Minus Rp4 Triliun https://t.co/qKbVs1uEta.,['Asuransi Bumiputera'],https://twitter.com/Bisniscom/status/1790176089656168952,Aceh.Indonesia????,Positif,1,"Aceh, Indonesia",4.3685491,97.0253024
